Hospital,Year,Quarter,State,Total_Revenue,Other_Operating_Revenue,Medicare_Revenue,Medicaid_Revenue,Self_Pay_Revenue,Commercial_Revenue,Other_Revenue
South Sound Behavioral Hospital,2022,4,Washington,18438480,44659,2605810,12160775,71095,2717190,883610
Swedish Health Services DBA Swedish Medical Cent,2023,1,Washington,1224057992,29903106,481566817,219464042,13425803,488017300,21584030
Swedish Health Services DBA Swedish Medical Cente,2023,1,Washington,476337695,2407131,261218875,58725022,4084475,139638676,12670647
Klickitat County Public Hospital District #1,2023,1,Washington,14958384,346058,7014957,3852649,258909,2214573,1617296
Virginia Mason Medical Center,2023,1,Washington,812131049,32089798,322118604,60289075,11085827,410753583,7883960
Seattle Children's Hospital,2023,1,Washington,977951581,96646298,12021478,489708249,-1129419,448759560,28591713
Newport Hospital & Health Services,2023,1,Washington,16288513,99675,7896606,3652316,218711,3371824,1149056
Lourdes Medical Center,2023,1,Washington,72889127,104623,33652808,13915263,2510327,18081128,4729601
Three Rivers Hospital,2023,1,Washington,5222070,49998,2240777,169584,274799,1316944,1219966
PeaceHealth St John Medical Center,2023,1,Washington,315040656,2146635,161727627,74503885,4905366,58169110,15734668
Harborview Medical Center,2023,1,Washington,824394559,22092817,265622030,267155395,0,256669171,34947963
St.Joseph Medical Center,2023,1,Washington,932926632,3745458,417837441,204099919,10236233,259911111,40841928
St. Elizabeth Hospital,2023,1,Washington,75061168,277698,29333140,13436728,184613,29812088,2294599
Deaconess Hospital - MultiCare Health Systems,2023,1,Washington,521742659,5678874,258830062,112213297,5771744,110518382,34409174
Olympic Medical Center,2023,1,Washington,133519330,2024364,77547417,21188780,1617242,20594562,12571329
RCCH Trios Health LLC,2023,1,Washington,170105976,431372,71960327,36082032,3792915,0,58270702
Shriners Hospitals for Children - Spokane,2023,1,Washington,9482396,20796,1024,4019745,480747,4657449,323431
Columbia Basin Hospital,2023,1,Washington,6899422,298767,4209228,597464,469637,1367801,255292
PHM Medical Center,2023,1,Washington,76910175,265074,24981336,22682505,2934071,21841147,4471116
PROVIDENCE ST MARY MEDICAL CENTER,2023,1,Washington,183511837,2285783,94070113,31695830,2150529,42329447,13265918
Forks Community Hospital,2023,1,Washington,15938834,503899,6884710,4010365,630848,4006838,406073
Public Hospital District 2 dba Willapa Harbor Hos,2023,1,Washington,10044170,263662,4853210,2105276,149595,2936089,0
YAKIMA VALLEY MEMORIAL,2023,1,Washington,426617238,4246756,198350656,111739633,9901957,102042977,4582015
Grays Harbor Community Hospital,2023,1,Washington,106448630,2487097,53600468,25042983,0,0,27805179
Samaritan Hospital,2023,1,Washington,108894214,962957,41447614,31149869,1851198,0,34445533
Pacific County Public Healthcare Services Distric,2023,1,Washington,16446351,155662,10114976,3033949,299258,2391209,606959
Good Samaritan Hospital,2023,1,Washington,637122869,5018266,265868570,142545215,11429883,124653087,92626114
Garfield County Public Hospital District,2023,1,Washington,1896077,88492,880794,395956,127946,426007,65374
Providence Regional Medical Center Everett,2023,1,Washington,809190023,11418241,403430882,148672264,13450874,219933421,23702582
Jefferson County Public Hospital District No 2,2023,1,Washington,85360539,1859487,54628743,10567283,486584,19677929,0
Skyline Health,2023,1,Washington,9993032,113405,4961340,1950209,746481,2325683,9319
EvergreenHealth Monroe,2023,1,Washington,46269456,541406,17348308,9910994,688337,16538088,1783729
CASCADE VALLEY HOSPITAL,2023,1,Washington,76484822,14467,31741089,16998347,971516,22362379,4411491
NORTH VALLEY HOSPITAL OCPHD#4,2023,1,Washington,12850305,216875,6753791,3557699,330207,1983504,225104
Tri-State Memorial Hospital,2023,1,Washington,64977752,1495519,38275352,8025717,531360,1926485,16218838
Othello Community Hospital,2023,1,Washington,11207145,349399,1929782,6294261,751037,1912150,319915
Highline Medical Center,2023,1,Washington,276882072,2162867,111881501,74629985,4995936,77635834,7738816
University of Washington Medical Center,2023,1,Washington,1397669094,49251454,527243562,223290437,0,576009955,71125140
Quincy Valley Medical Center,2023,1,Washington,4844540,18750,1443189,1550888,123117,1346095,381251
Overlake Hospital Medical Center,2023,1,Washington,600783266,15458116,269147557,49410763,9051176,0,273173770
St. Clare Hospital,2023,1,Washington,270689191,962339,121125471,66474854,6661300,53228256,23199310
Island Hospital,2023,1,Washington,73489887,580074,29917216,8181655,0,0,35391016
LINCOLN COUNTY HOSPITAL DISTRICT # 3,2023,1,Washington,8863725,288216,4496663,1653528,0,0,2713534
Swedish Edmonds,2023,1,Washington,277664500,932383,134424765,52471904,5523779,78544758,6699294
HOLY FAMILY HOSPITAL,2023,1,Washington,264353065,3555060,127190814,58977910,3040058,63550598,11593685
Kittitas Valley Healthcare,2023,1,Washington,61254160,461562,25611637,12436478,913867,19740040,2552138
Columbia County Public Hospital District No. 1,2023,1,Washington,9805935,109985,4790684,2511799,150920,2352532,0
St Michael Medical Center,2023,1,Washington,895828798,2278624,492212268,122236592,6906944,212631920,61841074
PeaceHealth St Joseph Medical Center,2023,1,Washington,632962781,2418982,315077719,108683404,6343578,181863522,20994558
Mid Valley Hospital,2023,1,Washington,22545131,164932,9373498,7280839,454290,4896019,540485
Douglas Lincoln and Okanogan Public Hospital Di,2023,1,Washington,16403192,186202,5495364,3648724,192587,674681,6391836
Public Hospital District No 1 of Mason County WA,2023,1,Washington,83153812,1606457,38367981,24264849,1154799,16273220,3092963
Whitman Hospital & Medical Clinics,2023,1,Washington,21401984,1184523,9944895,4047531,310311,0,7099247
Valley Medical Center,2023,1,Washington,692482746,23474261,300089189,139530386,0,0,252863171
Whidbey Island Public Hospital District,2023,1,Washington,69343873,1253227,33719014,10284606,755644,7583056,17001553
Cascade Medical Center,2023,1,Washington,7722260,306215,3960950,1001524,364248,2395538,0
Providence St. Peter Hospital,2023,1,Washington,629441375,4549468,358509440,102715602,7913468,127090274,33212591
Kadlec Regional Medical Center,2023,1,Washington,645736594,11421813,288202457,139057410,8656700,187045537,22774490
Sacred Heart Medical Center,2023,1,Washington,839173345,19580252,329723506,220726755,6924418,240704123,41094543
EvergreenHealth Kirkland / King Country Public Ho,2023,1,Washington,598405507,10344830,284011795,55922128,4810089,253312744,348751
Lake Chelan Health,2023,1,Washington,11609842,44185,3732168,3238412,272033,4199604,167625
Confluence Health: Central Washington Hospital,2023,1,Washington,353209106,2249524,188279926,59742702,0,0,105186478
PeaceHealth Southwest Medical Center,2023,1,Washington,822793860,3331271,444536911,159133539,8480741,174280913,36361756
Public Hospital District #1-A of Whitman County,2023,1,Washington,53001595,529484,11384741,4722982,627319,14357179,21909374
Arbor Health,2023,1,Washington,14297214,264135,7371366,3355303,245292,3189599,135654
Mary Bridge Children's Hospital,2023,1,Washington,277537486,2800802,193303,152994377,1023159,105563012,17763635
Tacoma General / Allenmore,2023,1,Washington,1099561108,13039660,446710178,268903673,11839882,310617519,61489856
Valley Hospital and Medical Center,2023,1,Washington,191360721,2217950,88464777,40877881,2471885,48071591,11474587
Auburn Medical Center,2023,1,Washington,228727103,2552521,93024948,65659895,5828689,39000026,25213545
Grays Harbor Count,2023,1,Washington,40524562,5504037,16556870,10664878,1645803,10080295,1576716
Providence Centralia Hospital,2023,1,Washington,267780298,2620852,155157844,48510865,2227390,48470120,13414079
MOUNT CARMEL HOSPITAL,2023,1,Washington,31637115,1091700,14910651,7737754,179996,6732590,2076124
PROVIDENCE ST JOSEPH HOSPITAL,2023,1,Washington,9597963,473470,5135383,2380540,148543,1558139,375358
Snoqualmie Valley Hospital,2023,1,Washington,20912218,380830,13318105,559486,99559,6734307,200761
Capital Medical Center,2023,1,Washington,192385587,2359524,91741683,40027661,1773420,50826721,8016102
Astria Sunnyside Hospital,2023,1,Washington,80217688,374083,31405754,27807643,3210181,13621384,4172726
ASTRIA TOPPENISH HOSPITAL,2023,1,Washington,56332524,670697,16314660,20682647,3316810,12995267,3023140
St. Francis Hospital,2023,1,Washington,429832240,1634860,174348730,104689964,5853275,130709559,14230712
Fred Hutchinson Cancer Center,2023,1,Washington,555790967,193487011,234189670,55775347,3410134,252902340,9513476
Confluence Health: Wenatchee Valley Hospital,2023,1,Washington,164299575,1915493,71444474,32267618,0,0,60587483
PeaceHealth United General Medical Center,2023,1,Washington,53801919,293107,27847676,11354126,633470,11337367,2629280
SKAGIT REGIONAL HEALTH,2023,1,Washington,420895180,9189366,218216647,73354825,3869528,98572091,26882089
Legacy Salmon Creek Medical Center,2023,1,Washington,369364678,4898991,162901667,78893826,6697914,106527497,14343774
St. Anthony Hospital,2023,1,Washington,346265379,3442611,175515095,50611796,4829723,95619639,19689126
Swedish Issaquah,2023,1,Washington,272418772,2206219,106912343,30867426,3579938,124180750,6878315
PeaceHealth Peace Island Medical Center,2023,1,Washington,11834457,162558,7228038,1589940,223979,2546115,246385
MultiCare Covington Medical Center,2023,1,Washington,93426668,1658398,24576172,28417096,2658509,34485364,3289527
CHI Franciscan Rehabilitation Hospital,2023,1,Washington,15283214,0,9478559,2320192,29064,3455399,0
BHC Fairfax Hospital Inc,2023,1,Washington,31491998,21428,7030100,18823300,52000,0,5586598
Lourdes Counseling Center,2023,1,Washington,9339052,3279377,2688591,4852334,31704,1657781,108642
Navos,2023,1,Washington,22465493,0,5506640,11386527,0,0,5572326
BHC Fairfax Behavioral Health - Everett,2023,1,Washington,7458467,0,1509200,3614800,42000,0,2292467
BHC Fairfax Behavioral Health - Monroe,2023,1,Washington,5249322,0,1377600,2391200,64400,0,1416122
Inland Northwest Behavioral Health,2023,1,Washington,14964474,-10684,1119350,734800,57750,1121525,11931049
Wellfound Behavioral Health Hospital,2023,1,Washington,22028773,2403,4879971,13616376,0,2412903,1119523
South Sound Behavioral Hospital,2023,1,Washington,9762595,28457,851180,5852150,78315,1484565,1496385
Swedish Health Services DBA Swedish Medical Cent,2023,2,Washington,1240343936,30670925,492181866,205415895,16734794,508723950,17287431
Swedish Health Services DBA Swedish Medical Cente,2023,2,Washington,494549553,2230881,272811392,58658123,5036227,145883023,12160788
Klickitat County Public Hospital District #1,2023,2,Washington,15338326,250956,6909812,4262969,355719,2147205,1662621
Virginia Mason Medical Center,2023,2,Washington,855191535,27577648,341490312,61506344,12904247,429284657,10005975
Seattle Children's Hospital,2023,2,Washington,989282029,100237452,12409794,500008070,1506624,440870405,34487136
Newport Hospital & Health Services,2023,2,Washington,16392914,295251,8204274,3005173,260712,3495148,1427607
Lourdes Medical Center,2023,2,Washington,76674169,131562,34695999,14358776,2704106,20873332,4041956
Three Rivers Hospital,2023,2,Washington,5852878,61660,2264096,764646,496618,808424,1519094
PeaceHealth St John Medical Center,2023,2,Washington,315531553,4293624,155790021,77730794,2397912,61041757,18571069
Harborview Medical Center,2023,2,Washington,867029195,32262388,283661950,278877187,0,266530607,37959451
St.Joseph Medical Center,2023,2,Washington,949443678,18513124,442405313,203212271,16061973,248995162,38768959
St. Elizabeth Hospital,2023,2,Washington,73427219,1579075,29804064,12636898,657013,28276163,2053081
Deaconess Hospital - MultiCare Health Systems,2023,2,Washington,523011800,5244127,264898529,103718934,4337036,78259164,71798137
Olympic Medical Center,2023,2,Washington,129578322,2362477,76828583,19218253,1517747,19821231,12192508
Shriners Hospitals for Children - Spokane,2023,2,Washington,14138453,34835,5729,4911077,678369,6998207,1545071
Columbia Basin Hospital,2023,2,Washington,7042996,65334,3138904,2123140,437794,1106408,236750
PHM Medical Center,2023,2,Washington,79826418,151920,25477591,24680487,3691652,23090286,2886402
PROVIDENCE ST MARY MEDICAL CENTER,2023,2,Washington,187180248,947445,93227940,31305303,1782021,45365385,15499599
Forks Community Hospital,2023,2,Washington,15277177,296441,6221014,4026171,431112,4226283,372597
Public Hospital District 2 dba Willapa Harbor Hos,2023,2,Washington,10990615,187731,5640948,2556922,216402,2130952,445391
YAKIMA VALLEY MEMORIAL,2023,2,Washington,441813191,5443701,206935453,110493023,12616678,105937961,5830076
Grays Harbor Community Hospital,2023,2,Washington,106163573,1460034,52890599,24397010,0,0,28875964
Samaritan Hospital,2023,2,Washington,106597265,1186724,38254903,32227040,1979402,0,34135920
Pacific County Public Healthcare Services Distric,2023,2,Washington,16801927,111302,10042179,2936267,331536,2641236,850709
Good Samaritan Hospital,2023,2,Washington,643131103,5529479,268816061,144569729,12783656,126843318,90118339
Garfield County Public Hospital District,2023,2,Washington,1738558,93457,630229,403458,167345,434042,103484
Providence Regional Medical Center Everett,2023,2,Washington,807319789,4478535,397078544,154842145,12664743,216203355,26531002
Jefferson County Public Hospital District No 2,2023,2,Washington,86077563,2182797,57109339,9308497,669545,18990182,0
Skyline Health,2023,2,Washington,11098189,-33015,5186095,2101636,668657,3141801,0
EvergreenHealth Monroe,2023,2,Washington,48184499,428527,16939994,11596617,1385906,16021345,2240637
CASCADE VALLEY HOSPITAL,2023,2,Washington,80693389,26397,30081135,20403712,1147424,24119945,4941173
NORTH VALLEY HOSPITAL OCPHD#4,2023,2,Washington,13075030,209863,6131634,3967536,471275,2075953,428632
Tri-State Memorial Hospital,2023,2,Washington,65923558,1111013,39121626,9494818,559946,2219512,14527656
Othello Community Hospital,2023,2,Washington,10780208,47596,1835406,5974335,992711,1660017,317739
Highline Medical Center,2023,2,Washington,290788938,5944094,124175899,75400114,9179110,75626590,6407225
University of Washington Medical Center,2023,2,Washington,1466623876,72096792,565593719,229677876,0,596675968,74676313
Quincy Valley Medical Center,2023,2,Washington,6056045,58829,2775573,1297344,210252,1119824,653052
Overlake Hospital Medical Center,2023,2,Washington,608979419,5330795,262534435,55134604,10937176,0,280373204
St. Clare Hospital,2023,2,Washington,284511165,4574692,129010401,71882920,5398355,57026193,21193296
Island Hospital,2023,2,Washington,75721655,663986,31048612,7900392,0,0,36772651
LINCOLN COUNTY HOSPITAL DISTRICT # 3,2023,2,Washington,8725628,230634,4112780,1362904,0,0,3249944
Swedish Edmonds,2023,2,Washington,283703903,1638754,132346824,51983076,7309231,83089959,8974813
HOLY FAMILY HOSPITAL,2023,2,Washington,274412834,1951426,131343376,62005856,2587271,66832519,11643812
Kittitas Valley Healthcare,2023,2,Washington,61114893,634098,27530896,10696586,830444,20045118,2011849
Columbia County Public Hospital District No. 1,2023,2,Washington,10354992,102440,5592099,2285803,124108,2352982,0
St Michael Medical Center,2023,2,Washington,923746775,14244726,510133649,134225652,8330258,199510881,71546335
PeaceHealth St Joseph Medical Center,2023,2,Washington,645011661,3187618,357736209,110483623,10821356,144609764,21360709
Mid Valley Hospital,2023,2,Washington,25221895,158822,10182968,7005229,766111,6138429,1129158
Douglas Lincoln and Okanogan Public Hospital Di,2023,2,Washington,15994789,273200,7334134,3930189,248136,581976,3900354
Public Hospital District No 1 of Mason County WA,2023,2,Washington,83156879,2040972,38121964,24019057,1444296,15722024,3849538
Whitman Hospital & Medical Clinics,2023,2,Washington,19357841,1260581,8990122,3706363,259009,0,6402347
